file,onset,offset,word,orig_utt_type,orig_present,new_utt_type,new_present
04_06,17028060,17029290,popcorn,d,y,d,n
04_06,17071940,17072760,popcorn,d,y,d,n
04_06,17080110,17081620,bubble,q,y,d,n
04_06,17112720,17112840,butt+cheek,d,n,d,n
04_06,17117890,17118680,fork,d,n,d,n
04_06,17130140,17130790,highchair,q,y,q,n
04_06,17204490,17205510,popcorn,q,y,q,n
04_06,17744300,17747530,door,s,n,s,n
04_06,17747530,17750760,door,s,n,s,n
04_06,17753400,17754580,door,s,n,s,n
04_06,18444960,18446560,dress,d,y,d,n
04_06,18562740,18563740,finger,d,y,d,y
04_06,18573820,18574480,hand,d,y,d,y
04_06,18573820,18574480,teeth,d,y,d,n
04_06,18573820,18574480,thumb,i,y,i,y
04_06,18573820,18574480,thumb,i,y,i,y
04_06,18582220,18588580,finger,d,y,d,n
04_06,18692700,18694660,monkey,n,y,n,y
04_06,18692700,18694660,monkey,q,y,q,y
04_06,18702830,18704220,tail,d,y,d,y
04_06,18714100,18715260,monkey,n,y,n,y
04_06,18714100,18715260,monkey+monkey+monkey,n,y,n,y
04_06,18714100,18715260,monkey,n,y,n,y
04_06,18720230,18721250,monkey+monkey+monkey,n,y,n,y
04_06,18722850,18723210,monkey,n,y,n,y
04_06,18952060,18956210,butterfly,q,y,n,y
04_06,19501010,19503310,cat,n,n,n,y
04_06,20088630,20089410,knees,s,n,s,y
04_06,20089500,20092190,toes,s,n,s,y
04_06,20089500,20092190,knees,s,n,s,y
04_06,20089500,20092190,toes,s,n,s,y
04_06,20092190,20092990,head,s,n,s,y
04_06,20092990,20094070,knees,s,n,s,y
04_06,20092990,20094070,shoulders,s,n,s,y
04_06,20094070,20095300,knees,s,n,s,y
04_06,20094070,20095300,toes,s,n,s,y
04_06,20095300,20098710,ears,s,n,s,y
04_06,20095300,20098710,eyes,s,y,s,y
04_06,20095300,20098710,toes,s,n,s,y
04_06,20098710,20099850,mouth,s,n,s,y
04_06,20099850,20100550,nose,s,n,s,y
04_06,20101350,20103720,knees,s,n,s,y
04_06,20101350,20103720,shoulders,s,n,s,y
04_06,20101350,20103720,head,s,n,s,y
04_06,20103720,20104520,knees,s,n,s,y
04_06,20103720,20104520,toes,s,n,s,y
04_06,20104520,20105320,toes,s,n,s,y
04_06,20188170,20192510,cat,n,n,n,y
04_06,20440720,20444700,rock,d,n,d,n
04_06,20478110,20479130,pear,n,n,d,y
04_06,20478110,20479130,apple,n,n,d,y
04_06,20479130,20480680,camote,n,n,d,y
04_06,20483890,20485200,camote,n,n,n,y
04_06,20483890,20485200,camote,n,n,n,y
04_06,20489820,20490890,shovel,q,n,n,n
04_06,20591890,20592910,snowman,q,n,q,n
04_06,20593710,20595860,snowman,d,n,d,n
04_06,20626240,20627040,purple+carrot,d,y,d,y
04_06,20626240,20627040,pear,d,y,d,y
04_06,20626240,20627040,blueberry,d,y,d,y
04_06,21088010,21088120,hand,n,y,n,y
04_06,21333000,21335520,diaper,d,n,d,n
04_06,21340930,21342420,fan,d,y,d,y
04_06,21366350,21367170,diaper,d,y,d,n
04_06,21367170,21371700,diaper,d,y,d,n
04_06,21367170,21371700,finger,q,y,q,y
04_06,21675000,21677480,couch,d,y,d,y
04_06,21678690,21680510,pouch,d,n,s,y
04_06,21678690,21680510,couch,s,y,s,y
04_06,21681380,21689020,couch,s,y,s,y
04_06,21681380,21689020,couch,s,y,s,y
04_06,21705880,21713120,tree,s,n,s,n
04_06,21705880,21713120,bushes,s,n,s,n
04_06,21752130,21752930,diaper,d,n,s,n
04_06,21754740,21755630,hat,q,y,q,y
04_06,21764350,21768040,diaper,d,n,d,n
04_06,21779350,21781630,fan,q,y,q,y
04_06,21779350,21781630,fan,q,y,q,y
04_06,21853580,21855040,poopies,d,y,d,y
28_06,14918440,14921340,toys,q,n,q,y
28_06,15038220,15039220,book,q,n,q,n
28_06,15040150,15041150,book,q,n,q,n
28_06,15051360,15052370,Ten+apples,d,n,d,y
28_06,15060060,15061940,apples,r,y,r,y
28_06,15064120,15067960,apples,r,y,r,y
28_06,15064120,15067960,apple,r,y,r,y
28_06,15084880,15088360,apples,r,y,r,y
28_06,15088980,15091260,tree,r,y,r,y
28_06,15091260,15091930,apples,r,y,r,y
28_06,15111720,15113080,apples,r,y,r,y
28_06,15135410,15138120,apples,r,y,r,y
28_06,15160490,15163940,apples,r,y,r,y
28_06,15168760,15169560,book,q,y,q,y
28_06,15190450,15192530,Snuggle+puppy,n,y,d,y
28_06,15216670,15217270,Snuggle+puppy,r,y,r,y
28_06,15226190,15227760,Snuggle+puppy,r,y,r,y
28_06,15235890,15236490,Snuggle+puppy,r,y,r,y
28_06,15276090,15277340,Snuggle+puppy,r,y,r,y
28_06,15308710,15310250,dog,d,y,d,y
28_06,15321090,15322090,You+are+my+baby,r,y,d,y
28_06,15324800,15326670,ocean+floor,r,y,r,y
28_06,15329070,15331200,octopus,r,y,r,y
28_06,15335490,15337970,seaweed,r,y,r,y
28_06,15339770,15341720,seahorse,r,y,r,y
28_06,15347190,15348410,book,q,y,q,y
28_06,15359470,15360070,hatchlings,r,y,r,y
28_06,15366440,15368760,waves,r,y,r,y
28_06,15370620,15371250,calf,r,y,r,y
28_06,15384730,15386470,cream,d,n,d,n
28_06,15389730,15391330,face,d,n,n,n
28_06,15389730,15391330,cream,d,n,d,n
28_06,15512270,15514270,toys,d,y,d,y
28_06,15524590,15527430,highchair,d,y,d,y
28_06,15592710,15595170,pears,d,n,d,n
28_06,15687150,15688170,faces,q,n,q,y
28_06,15689200,15690560,face,q,n,d,y
28_06,15887960,15889940,pears,d,y,d,y
28_06,20263240,20271050,diaper,q,y,q,y
28_06,20545930,20547940,water,d,n,d,n
28_06,20609180,20610180,water,i,y,n,y
28_06,20866470,20870870,school+bus,n,n,n,y
31_06,22858800,22859770,witches,d,n,r,y
31_06,22863150,22865050,alligators,d,n,r,y
31_06,22863150,22865050,Goldilocks,d,n,r,y
31_06,22886630,22887520,Goldilocks,d,y,q,y
31_06,22888570,22889170,Goldilocks,d,y,d,y
31_06,22896630,22899080,Papa+dinosaur,r,y,r,y
31_06,22896630,22899080,dinosaurs,r,y,r,y
31_06,22899080,22900080,Mama+dinosaur,r,y,r,y
31_06,22900690,22902200,dinosaur,r,y,r,y
31_06,22920230,22921690,beds,r,y,r,y
31_06,22920230,22921690,Dinosaurs,r,y,r,y
31_06,22922590,22923880,chairs,r,y,r,y
31_06,22955220,22956400,Papa+dinosaur,r,y,r,y
31_06,22962710,22965620,Mama+dinosaur,r,y,r,y
31_06,22977150,22979160,Dinosaur,r,y,r,y
31_06,22991100,22992100,Dinosaurs,r,y,r,y
31_06,22992100,22995980,woods,r,n,r,y
31_06,23005930,23006990,Goldilocks,r,y,r,y
31_06,23016490,23018900,house,r,y,d,y
31_06,23021180,23022310,forest,r,y,r,y
31_06,23023560,23025020,Dinosaur,r,y,r,y
31_06,23034230,23035830,Papa+dinosaur,r,y,r,y
31_06,23041640,23042650,rock,r,n,r,y
31_06,23043520,23044120,squirrel,r,n,r,y
31_06,23050750,23051750,Goldilocks,r,y,r,y
31_06,23064940,23066930,Goldilocks,r,y,r,y
31_06,23069010,23072370,house,r,n,r,y
31_06,23072370,23074800,Goldilocks,r,y,r,y
31_06,23076090,23077430,house,r,n,r,y
31_06,23084430,23086050,Goldilocks,r,y,r,y
31_06,23110860,23111460,baby,q,n,q,n
31_06,23114110,23115190,button,i,y,q,y
31_06,23116040,23117040,story,d,y,d,y
31_06,23117790,23118810,Goldilocks,r,n,r,y
31_06,23118810,23119810,chocolate+pudding,r,n,r,y
31_06,23122730,23123420,counter,r,n,r,y
31_06,23133240,23134470,Goldilocks,r,n,r,y
31_06,23135180,23137510,ladder,r,n,r,y
31_06,23137510,23139850,chocolate+pudding,r,n,r,y
31_06,23137510,23139850,bowls,r,n,r,y
31_06,23151910,23152910,chocolate+pudding,r,n,r,y
31_06,23151910,23152910,bowl,r,n,r,y
31_06,23154330,23155600,Goldilocks,r,n,r,y
31_06,23157960,23158960,chocolate+pudding,r,n,r,y
31_06,23173960,23175010,book,d,n,q,y
31_06,23196030,23197080,bowl,r,n,r,y
31_06,23197080,23198080,chocolate+pudding,r,n,r,y
31_06,23200760,23201630,chocolate+pudding,r,n,r,y
31_06,23200760,23201630,bowl,r,n,r,y
31_06,23204490,23206610,chocolate+pudding,r,n,r,y
31_06,23204490,23206610,bowl,r,n,r,y
31_06,23270540,23272070,bottom,d,y,d,y
31_06,23410340,23413150,overcoat,s,n,s,n
31_06,23430090,23432740,dragon,s,n,s,n
31_06,23433550,23435150,sea,s,n,s,n
31_06,23453570,23455410,dragon,s,n,s,n
31_06,23456210,23460760,sea,s,n,s,n
31_06,27022430,27024640,book,d,n,d,n
31_06,27082380,27082980,book,d,y,d,y
31_06,27084300,27085300,book,d,y,d,y
31_06,27086860,27088790,book,d,y,d,y
31_06,27095730,27096990,pages,d,y,d,y
31_06,27096990,27098980,book,d,y,d,y
31_06,27104040,27105310,button,d,y,d,y
31_06,27107330,27108360,Amanda,r,n,r,y
31_06,27109360,27110380,alligator,r,y,r,y
31_06,27111380,27113610,Amanda,r,n,r,y
31_06,27115630,27116300,Amanda,r,n,r,y
31_06,27116300,27117390,Alligator,r,y,r,y
31_06,27121770,27122860,tail,r,y,r,y
31_06,27127170,27127770,book,r,y,r,y
31_06,27130940,27132780,books,d,y,d,y
31_06,27136640,27138180,Amanda,r,n,r,y
31_06,27138180,27139180,Alligator,r,y,r,y
31_06,27147240,27148290,Amanda,r,n,r,y
31_06,27150120,27151210,Alligator,r,y,r,y
31_06,27152010,27152140,Amanda,r,y,r,y
31_06,27155080,27155950,door,r,y,r,y
31_06,27160310,27162620,Alligator,d,y,d,y
31_06,27168250,27170880,panda,r,y,r,y
31_06,27168250,27170880,alligator,d,y,d,y
31_06,27171680,27173010,panda,r,y,r,y
31_06,27173950,27175440,panda,r,y,r,y
31_06,27180190,27183020,panda,r,y,r,y
31_06,27183820,27184820,Alligator,r,y,r,y
31_06,27187750,27189710,panda,r,y,r,y
31_06,27193770,27195500,Alligator,r,y,r,y
31_06,27205090,27205720,panda,r,y,r,y
31_06,27212720,27215820,Alligator,r,y,r,y
31_06,27221480,27223250,panda,r,y,r,y
31_06,27221480,27223250,Alligator,r,y,r,y
31_06,27227220,27229230,panda,r,y,r,y
31_06,27237460,27238970,panda,r,y,r,y
31_06,27237460,27238970,Alligator,r,y,r,y
31_06,27248100,27249120,Alligator,r,y,r,y
31_06,27250810,27252420,panda,r,y,r,y
31_06,27259110,27260180,Alligator,r,y,r,y
31_06,27273360,27274590,panda,d,y,d,y
31_06,27275600,27276550,panda,q,y,d,y
31_06,27278490,27279550,pages,q,y,q,y
31_06,27294750,27295550,alligator,d,y,s,y
31_06,27295550,27299550,alligator,d,y,s,y
31_06,27303450,27305680,books,r,y,r,y
31_06,27305680,27307810,alligator,r,y,r,y
31_06,27311030,27314320,stuffed+animal,d,y,d,y
31_06,27316180,27320580,Alligator,r,y,r,y
31_06,27321730,27322390,tail,r,y,r,y
31_06,27329120,27329770,stuffed+animals,d,y,d,y
31_06,27333170,27334310,alligator,q,y,d,y
31_06,27336920,27339550,panda,d,n,d,n
31_06,27344220,27345220,bin,d,n,d,n
31_06,27352210,27353220,Alligator,r,y,r,y
31_06,27374790,27376330,eyes,d,y,d,n
31_06,27397820,27399860,Alligator,r,y,r,y
31_06,27410520,27411520,Alligator,r,y,r,y
31_06,27428260,27431730,Alligator,r,y,r,y
31_06,27439510,27440900,book,r,y,r,y
31_06,27441610,27444030,tiger,r,n,r,y
31_06,27444030,27445250,alligator,r,y,r,y
31_06,27470170,27471650,alligator,r,y,r,y
31_06,27486490,27490840,light+bulb,d,y,d,y
31_06,27516600,27517690,Alligator,r,y,r,y
31_06,27610030,27613000,picture,q,y,q,y
31_06,27613970,27617190,book,d,y,d,y
31_06,27617190,27619240,pictures,d,y,d,y
31_06,27620710,27622380,lights,d,y,d,y
33_06,16453540,16455150,chef,q,n,q,n
33_06,16463080,16465890,page,d,n,d,y
33_06,16467160,16468830,page,d,n,d,y
33_06,16482200,16483200,caprese+salad,d,n,n,y
33_06,16495800,16497500,tomato+salad,d,n,n,y
33_06,16499610,16500610,basil,n,n,n,y
33_06,16502010,16503010,raspberry+wine+vinegar,n,n,n,y
33_06,16503950,16505540,feta,d,n,d,y
33_06,16503950,16505540,kale,d,n,d,y
33_06,16503950,16505540,watermelon,d,n,d,y
33_06,16515600,16517340,cups,q,n,q,y
33_06,16526470,16527360,turtle,q,y,q,y
33_06,16535900,16537370,food,q,n,q,n
33_06,16563900,16566480,zebra,d,y,d,y
33_06,16596350,16597770,chair,q,y,q,y
33_06,16623190,16624410,food,d,n,d,y
33_06,16664050,16665210,sweet+potatoes,d,y,d,y
33_06,16664050,16665210,carrots,d,y,d,y
33_06,16692510,16693770,milk,q,n,q,n
33_06,16694570,16695620,milk,d,n,d,n
33_06,16722240,16723230,milk,d,n,d,n
33_06,16729280,16730610,formula,d,n,d,n
33_06,16732510,16733770,water,d,n,d,n
33_06,16790540,16791550,tree,q,y,q,y
33_06,16793640,16794940,carrots,q,y,q,y
33_06,16830260,16831060,carrots,q,y,q,y
33_06,16858850,16859980,bowl,d,y,d,y
33_06,16885140,16886580,trees,q,y,q,y
33_06,16887850,16889350,canal,q,n,q,n
33_06,16905290,16907300,food,q,y,q,y
33_06,16927890,16929160,sweet+potaters,q,y,q,y
33_06,16951620,16953920,toys,d,y,d,y
33_06,16981260,16982270,cups,q,y,q,y
33_06,16983080,16984250,donkeys,q,y,q,y
33_06,16991340,16992540,donkey,d,n,d,y
33_06,17004770,17005770,carrots,q,y,q,y
33_06,17035370,17038800,sky,q,y,q,y
33_06,17035370,17038800,trees,q,y,q,y
33_06,17038800,17040320,leaves,d,y,q,y
33_06,17038800,17040320,trees,d,y,q,y
33_06,17081660,17082680,carrots,d,y,d,y
33_06,17084750,17085670,bowl,d,y,d,y
33_06,17142330,17143900,eyes,d,y,d,y
33_06,17148850,17150220,cribby,d,n,d,n
33_06,17163570,17164170,mouth,q,y,q,y
33_06,17177970,17179040,stroller,d,n,d,y
33_06,17180510,17182250,stroller,d,n,d,y
33_06,17219290,17220310,beach,d,n,d,n
33_06,17219290,17220310,food,d,n,d,y
33_06,17221170,17222800,sand,q,n,q,n
33_06,17225890,17227490,sweet+potato,d,y,d,y
33_06,17227490,17228710,eye,d,y,d,y
33_06,17248070,17250090,carrots,q,y,q,y
33_06,17293490,17295160,blender,d,n,d,n
33_06,17300250,17301550,baba,q,n,q,n
33_06,17312940,17314170,water,d,n,d,y
33_06,17325370,17327260,water,d,n,d,y
33_06,17394160,17395390,baby+food,d,n,d,y
33_06,17438070,17439760,blender,d,n,d,n
33_06,17440860,17441940,spoon,q,y,d,y
33_06,17486360,17488050,baba,q,n,q,n
33_06,17486360,17488050,bottle,q,n,q,n
33_06,17500850,17501650,baba,q,y,q,y
33_06,17521330,17522530,eyes,q,y,q,y
33_06,17660690,17661870,beams,q,y,q,y
33_06,17847260,17848060,remote+control,d,y,d,y
33_06,17851670,17853700,eyes,q,y,q,y
33_06,17894500,17897250,bottle,d,y,o,o
33_06,17894500,17897250,eyes,d,n,d,y
33_06,17909400,17912310,bib,d,y,d,y
33_06,17913110,17914210,whales,d,y,d,y
33_06,17933770,17935190,bib,d,n,d,y
33_06,17935190,17936210,recorder+thing,d,n,o,o
33_06,17965660,17967460,laundry,q,n,q,y
33_06,18028690,18029820,sofa,q,y,q,y
33_06,18048510,18051140,toys,q,y,q,y
33_06,18048510,18051140,story,q,n,q,n
33_06,18062500,18063500,Hello+animals,n,y,d,y
33_06,18065910,18068110,roar+tiger,q,y,q,y
33_06,18082960,18083960,roar+tiger,n,y,q,y
33_06,18088120,18089480,forest,r,y,r,y
33_06,18090290,18093500,bamboo+leaf,r,y,r,y
33_06,18090290,18093500,panda,r,y,r,y
33_06,18094320,18095320,leaves,q,y,q,y
33_06,18096450,18097840,wood,d,n,d,y
33_06,18102500,18103560,cow,r,y,r,y
33_06,18104360,18105790,grass,r,y,r,y
33_06,18107620,18109200,animals,d,y,d,y
33_06,18110000,18111370,road,d,n,d,n
33_06,18115100,18117420,panda,d,n,d,y
33_06,18115100,18117420,cow,d,n,d,y
33_06,18119870,18121070,trees,d,n,d,y
33_06,18121070,18122500,grass,d,n,d,y
33_06,18122500,18123530,snake,r,y,r,y
33_06,18124330,18127040,roar+tiger,d,y,d,y
33_06,18130750,18131760,tiger,r,y,d,y
33_06,18135100,18136600,zebra,r,y,r,y
33_06,18138250,18139950,hooves,r,y,d,y
33_06,18143570,18144770,sun,r,y,r,y
33_06,18145890,18147480,giraffe,r,y,r,y
33_06,18149720,18150730,water,r,y,r,y
33_06,18154770,18156480,neck,r,y,r,y
33_06,18156480,18157760,giraffe,q,n,q,y
33_06,18164590,18165920,giraffe,q,n,q,y
33_06,18166720,18167890,puppy+dog,r,y,r,y
33_06,18173830,18175830,penguin,q,y,d,y
33_06,18176890,18177960,penguin,r,y,r,y
33_06,18178940,18180970,snow,r,y,r,y
33_06,18182110,18183610,feet,q,n,q,y
33_06,18185330,18186590,penguin,d,n,d,y
33_06,18185330,18186590,legs,d,n,d,n
33_06,18193360,18194500,penguin,q,n,q,y
33_06,18194500,18197480,page,d,y,d,y
33_06,18200190,18201220,fishy,r,y,n,y
33_06,18211100,18213520,water,r,y,r,y
33_06,18211100,18213520,fishy,r,y,r,y
33_06,18214320,18215680,bubbles,d,y,d,y
33_06,18217120,18218990,bubbles,q,n,q,y
33_06,18245810,18246810,leopard,r,y,d,y
33_06,18277820,18278740,book,d,y,d,y
33_06,18278740,18279740,The+opposites,r,y,d,y
33_06,18282300,18284240,sun,r,y,d,y
33_06,18287390,18289440,moon,r,y,d,y
33_06,18296340,18298840,stairs,r,y,d,y
33_06,18301920,18304180,pail,d,y,d,y
33_06,18301920,18304180,apron,d,y,d,y
33_06,18306590,18308340,water,d,n,d,n
33_06,18320120,18323160,pail,d,y,d,y
33_06,18320120,18323160,stairs,r,y,d,y
33_06,18334180,18336560,hair,d,y,d,y
33_06,18338360,18342020,beach,d,n,d,n
33_06,18343180,18344740,caterpillar,r,y,d,y
33_06,18346160,18347250,snake,r,y,d,y
33_06,18351520,18355600,eyes,d,y,q,y
33_06,18351520,18355600,eyes,d,y,d,y
33_06,18362560,18363360,buildings,r,y,d,y
33_06,18371950,18373030,book,d,y,d,y
33_06,18373180,18374000,book,d,y,d,y
33_06,18396820,18400180,tail,d,n,d,y
33_06,18403090,18403690,fish,q,y,q,y
33_06,18404910,18405790,bee,q,y,q,y
33_06,18471090,18472520,granola+bar,d,n,d,y
33_06,18495620,18497160,The+very+best+daddy+of+all,d,y,q,y
33_06,18504340,18505460,birdie,q,y,q,y
33_06,18511410,18513110,worm,d,y,d,y
33_06,18511410,18513110,birdie,d,y,d,y
33_06,18516620,18517420,hair,r,y,r,y
33_06,18521530,18522620,gorillas,d,y,d,y
33_06,18524580,18526270,house,r,y,r,y
33_06,18527320,18527920,fish,q,y,q,y
33_06,18532830,18533850,prairie+dogs,q,y,q,y
33_06,18540570,18542390,foxes,q,y,q,y
33_06,18544590,18547170,books,d,y,d,y
33_06,18549400,18550780,bee+teether,q,n,q,y
33_06,18556670,18557800,zebra,q,y,q,y
33_06,18565800,18566610,penguins,q,y,q,y
33_06,18575480,18577800,frog,d,y,d,y
33_06,18577800,18579690,snake,d,y,d,y
33_06,18583360,18585370,tummy,q,n,q,n
33_06,18586490,18588570,page,q,y,q,y
33_06,18589370,18592220,wolf,q,y,q,y
33_06,18601830,18602890,neigh+horsey,q,y,q,y
33_06,18604800,18605940,feet,q,n,q,y
33_06,18617420,18618400,duck,q,y,q,y
33_06,18637780,18640000,Sophie,q,y,q,y
33_06,18650000,18651150,book,i,y,d,y
33_06,18651700,18652620,book,q,y,n,y
33_06,18652620,18653240,book,q,y,q,y
33_06,18654680,18655480,book,d,y,d,y
33_06,18655480,18657490,Bath+time+signs,r,y,d,y
33_06,18677140,18678430,book,d,y,d,y
33_06,18680340,18681810,book,d,y,d,y
33_06,18687100,18688750,sweet+potato,d,n,d,n
33_06,18693500,18696360,tummy,d,n,i,y
12_06,9936220,9937240,vest,d,n,d,n
12_06,9973600,9975070,hair,q,y,q,y
12_06,9975070,9976070,hair,i,y,i,y
12_06,9976070,9977730,hair,i,y,i,y
12_06,9985050,9986050,hands,n,y,n,y
12_06,9985050,9986050,hands,n,y,n,y
12_06,10000190,10002150,feet,d,y,d,y
12_06,10000190,10002150,feet,q,y,q,y
12_06,10002150,10004200,toes,d,y,d,y
12_06,10004200,10005200,toes,d,y,d,y
12_06,10006000,10007000,big+toe,d,y,d,y
12_06,10007800,10008800,toe,d,y,d,y
12_06,10018500,10019650,hair,d,n,d,n
12_06,10021280,10022350,hair,d,n,d,n
12_06,10024300,10025300,hair,q,n,q,n
12_06,10051660,10052800,hair,q,y,q,y
12_06,10056450,10057840,hair,d,y,d,y
12_06,10127900,10128910,teeth,q,y,q,y
12_06,10127900,10128910,teeth,q,y,q,y
12_06,10127900,10128910,teeth,q,y,q,y
12_06,10127900,10128910,teeth,q,y,q,y
12_06,10283810,10284830,rattle,q,y,q,y
12_06,10284830,10290250,rattle,q,y,q,y
12_06,10315640,10317670,head,q,y,d,n
12_06,10387060,10390090,necklace,q,y,q,y
12_06,10390090,10391250,snowflake,q,y,q,y
12_06,10432230,10433680,cowboy,q,n,q,n
12_06,10435170,10435770,cowboy,q,n,q,n
12_06,10441590,10442650,formula,d,n,d,n
12_06,10445130,10446130,baby,d,y,d,y
12_06,10446130,10448390,baby,q,y,q,y
12_06,10468160,10469670,hair,d,n,d,n
12_06,10471590,10474690,hair,q,n,q,n
12_06,10471590,10474690,head,q,n,q,n
12_06,10474690,10475380,cowlicks,d,n,n,n
12_06,10476430,10477040,cowlicks,d,n,n,n
12_06,10478750,10481770,hair,q,n,q,n
12_06,10478750,10481770,hair,d,n,d,n
12_06,10484360,10488540,face,n,n,n,n
12_06,10488540,10490220,hair,i,n,i,n
12_06,10503680,10504690,necklace,d,y,q,y
12_06,10549090,10598300,diaper,q,n,q,n
12_06,10601400,10603860,dryer,q,n,q,n
12_06,10653860,10654890,diaper,d,y,q,n
12_06,10654890,10656850,diaper,i,y,q,n
12_06,10656850,10657850,diaper,q,y,q,n
12_06,10698650,10699650,tab,n,y,n,y
12_06,10699650,10700820,tabs,n,y,n,y
12_06,10722170,10741570,pants,d,y,q,y
12_06,10722170,10741570,knobs,q,y,q,y
12_06,10741570,10742580,foot,i,y,i,y
12_06,10748180,10749180,foot,i,y,i,y
12_06,10749180,10765610,pants,d,y,d,y
12_06,10765610,10766720,pants,d,y,d,y
12_06,11172430,11173460,sweater,d,y,d,y
12_06,11174260,11175260,bib,d,y,d,y
12_06,11176770,11177840,wet+wipes,d,y,d,y
12_06,11177840,11179450,rattle,s,n,d,y
12_06,11177840,11179450,pocket,s,n,d,n
12_06,11177840,11179450,rattle,s,n,d,y
12_06,11177840,11179450,rattle,d,y,d,y
12_06,11182240,11183170,pocket,s,n,d,n
12_06,11183170,11184190,pocket,s,n,d,n
12_06,11183170,11184190,rattle,s,n,d,y
12_06,11320020,11321020,rattle,q,y,q,y
12_06,11477470,11478380,fire,d,n,d,n
12_06,11477470,11478380,baby,d,n,d,n
12_06,11477470,11478380,fire,d,n,d,n
12_06,11477470,11478380,hibachi,d,n,d,n
12_06,11511080,11512170,baby,d,n,d,n
12_06,11514790,11516750,baby,d,n,d,n
12_06,11516750,11525130,fire,d,n,d,n
12_06,11525130,11526130,hibachi,d,n,d,n
12_06,11549460,11550520,hibachi,d,n,d,n
12_06,11550520,11558120,hair,d,y,d,n
12_06,11559330,11577320,hibachi,n,n,d,n
12_06,11731820,11735240,binky,q,y,q,y
12_06,11736140,11746950,binky,q,y,q,y
12_06,12112340,12113810,tummy,q,y,q,y
12_06,12112340,12113810,tummy,q,y,q,y
12_06,12114610,12115610,tummy,q,y,q,y
12_06,12168200,12169260,butt,d,n,d,n
12_06,12169260,12170150,butt,d,n,d,n
12_06,12188290,12189290,ears,d,y,d,y
12_06,12192790,12194910,ears,d,y,d,y
12_06,12196280,12197640,nose,d,y,d,y
12_06,12196280,12197640,apples,d,n,d,n
12_06,12203690,12204900,nose,d,y,d,y
12_06,12203690,12204900,apples,d,n,d,n
12_06,12206480,12207480,scarf,n,y,n,y
12_06,12213750,12214750,hand,d,y,d,y
12_06,12216150,12217190,ears,d,y,n,y
12_06,12225770,12228240,ears,d,y,n,y
12_06,12228240,12229940,q+tips,d,n,d,n
12_06,12230540,12231710,ears,d,y,d,n
12_06,12233450,12234480,q+tips,q,n,q,n
12_06,12234480,12235930,q+tips,q,n,q,n
12_06,12235930,12237930,q+tips,d,n,d,n
12_06,12240860,12241880,ears,d,n,d,n
12_06,12241880,12246970,teethies,q,n,q,n
12_06,12252890,12254350,nose,q,y,q,n
12_06,12252890,12254350,hair,q,n,q,n
12_06,12255190,12256460,nose,q,y,q,n
12_06,12255190,12256460,apples,q,n,q,n
12_06,12297130,12298130,apples,d,n,d,n
12_06,12298130,12299260,face,d,y,d,n
12_06,12494050,12495080,seat,d,n,d,n
12_06,12529550,12537730,arm,i,y,i,y
12_06,12537730,12538810,arm,i,y,d,y
12_06,12695530,12696680,hat,d,y,i,y
12_06,12698740,12699740,blanky,d,y,i,y
12_06,12854690,12857240,pocket,d,n,d,n
12_06,12854690,12857240,rattle,d,n,d,n
12_06,12854690,12857240,pocket,d,n,d,n
12_06,12854690,12857240,rattle,d,n,d,n
12_06,12858250,12860430,pocket,d,n,d,n
12_06,12858250,12860430,rattle,d,n,d,n
12_06,12862780,12863790,rattle,d,n,d,n
12_06,12863790,12864790,pocket,d,n,d,n
12_06,12866560,12872240,pocket,d,n,d,n
12_06,12866560,12872240,rattle,d,n,d,n
12_06,13035360,13039100,pants,d,n,d,n
12_06,13035360,13039100,applesauce,d,n,d,n
12_06,13035360,13039100,applesauce,d,n,d,n
12_06,13040110,13041680,applesauce,d,n,d,n
12_06,13041680,13042760,pants,d,n,d,n
12_06,13044120,13045230,pocket,d,n,d,n
12_06,13044120,13045230,rattle,d,n,d,n
12_06,13046030,13050120,pocket,d,n,d,n
12_06,13046030,13050120,rattle,d,n,d,n
12_06,13046030,13050120,pocket,d,n,d,n
12_06,13046030,13050120,rattle,d,n,d,n
12_06,13052540,13053930,pocket,d,n,d,n
12_06,13052540,13053930,rattle,d,y,d,y
12_06,13057420,13058690,rattle,d,y,d,y
12_06,13058690,13060750,pocket,d,n,d,n
12_06,13058690,13060750,rattle,d,y,d,y
12_06,13062490,13065150,pocket,d,n,d,n
12_06,13062490,13065150,rattle,d,n,d,y
12_06,15291000,15292550,toy,q,y,q,y
12_06,15482070,15483460,camera,d,y,d,n
12_06,15493400,15494410,camera,i,y,i,n
12_06,15507270,15509210,camera,d,y,d,n
12_06,15600880,15602160,shoes,q,n,q,n
12_06,15615680,15616680,blanket,q,y,q,y
12_06,15616680,15619170,blanket,d,y,d,y
12_06,15688760,15689590,blanky,q,y,q,y
12_06,15689590,15690590,blanky,q,y,q,y
12_06,15690590,15691620,blanket,q,y,q,y
12_06,15753030,15754030,hat,r,n,r,y
12_06,15754830,15756870,book,d,y,d,y
12_06,15781040,15782330,Hop+on+pop,q,n,q,y
12_06,15783410,15784410,Hop+on+pop,q,n,q,y
12_06,15785010,15786040,ball,r,y,r,y
12_06,15786040,15786640,wall,r,y,r,y
12_06,15786640,15787870,wall,r,y,r,y
12_06,15789810,15792070,wall,r,y,r,y
12_06,15800020,15802330,bee,r,y,r,y
12_06,15800020,15802330,bee,r,y,r,y
03_06,4157640,4159220,book,d,n,d,n
