file,onset,offset,word,orig_utt_type,orig_present,new_utt_type,new_present
21_06,25910890,25916930,coat,d,n,d,n
21_06,26138160,26140630,arms,d,n,d,n
21_06,26698220,26699340,visa,q,n,q,n
21_06,26699340,26701560,credit+cards,d,n,d,n
21_06,27078720,27080440,activity+tables,d,y,d,y
21_06,27408610,27415880,keys,q,y,q,n
21_06,27432770,27435040,blanket,d,n,d,n
21_06,27556340,27557890,truck,d,n,d,n
21_06,28024790,28026170,soda,q,n,q,n
21_06,28030660,28032050,fruit+muffin,q,n,q,n
21_06,28032850,28033700,muffin,n,n,n,n
21_06,28034530,28036150,nut,n,n,o,o
21_06,28034530,28036150,fruit,n,n,o,o
21_06,33841120,33842390,sun,d,n,d,n
21_06,33844400,33845940,horses,d,n,d,n
21_06,33844400,33845940,doggy,d,n,d,n
21_06,33846760,33847780,grass,d,n,d,n
21_06,33852380,33855220,clothes,d,n,d,n
21_06,33902250,33903250,beaches,d,n,d,n
21_06,33905610,33906610,beaches,n,n,n,n
21_06,33954000,33957950,car+seat,q,y,q,n
21_06,34073810,34075210,hat,d,y,d,y
21_06,34093780,34094860,keys,n,y,n,y
21_06,34096130,34096930,phone,d,n,d,y
21_06,34096930,34098000,keys,d,n,d,y
21_06,34174620,34179000,stamp,d,n,d,y
21_06,35052620,35058370,paci,q,y,q,n
21_06,35254110,35263890,mouth,d,n,d,n
21_06,35991320,36019840,seat,d,n,d,n
21_06,36046170,36048680,diaper,d,n,d,n
21_06,36067520,36077750,doggy,d,n,q,n
21_06,36067520,36077750,doggy,q,n,q,n
21_06,36422020,36423520,bib,d,n,d,n
21_06,36459930,36462350,hands,d,y,d,y
21_06,36459930,36462350,dog,d,y,d,y
21_06,36472830,36475120,doggy,n,y,n,y
21_06,36472830,36475120,dog,n,y,n,y
21_06,36475920,36476720,dog,n,y,n,y
21_06,36481210,36482220,diaper,d,n,d,n
21_06,36484100,36485940,pants,d,n,d,n
21_06,36520620,36522910,jumper,d,n,d,n
21_06,36576310,36577320,socks,n,y,d,n
21_06,36585550,36587830,toy,d,n,i,y
21_06,36606900,36614570,bib,d,n,d,n
21_06,36738770,36739640,doggy,q,y,n,n
34_06,45049490,45050490,oatmeal,q,y,q,y
34_06,45049490,45050490,apples,q,y,q,y
34_06,45054570,45055570,oatmeal,q,y,q,y
34_06,45054570,45055570,apples,q,y,q,y
34_06,45056520,45057520,oatmeal,q,y,q,y
34_06,45056520,45057520,apples,q,y,q,y
34_06,45058700,45059700,cereal,q,y,q,y
34_06,45062750,45064580,bath,q,n,d,n
34_06,45485230,45486410,oatmeal,q,y,d,y
34_06,45485230,45486410,apples,q,y,d,y
34_06,45502000,45503000,fork,d,y,d,y
34_06,45508600,45510140,food,d,y,d,y
34_06,45647940,45649560,chair,d,y,d,y
34_06,45772870,45773870,ear,i,y,i,y
34_06,45773870,45777730,ear,i,y,i,y
34_06,47010300,47013500,bath,q,n,q,n
34_06,47010300,47013500,bathy,q,n,q,n
37_06,34101140,34102170,doggie+dog,d,y,q,n
37_06,34103530,34105010,doggie+dog,d,y,q,n
37_06,34107240,34107970,doggie+dog,d,y,d,y
37_06,34336650,34339710,raisin,d,y,q,n
37_06,34421220,34424120,floor,i,y,i,n
37_06,34447580,34448580,sweet+potatoes,d,y,d,n
37_06,34506600,34507740,bed,q,n,q,y
37_06,34526790,34527790,green+beans,n,n,n,n
37_06,34607390,34608490,dressing,n,n,d,n
37_06,34627070,34629140,book,d,n,d,n
37_06,34631190,34632400,greens,n,n,d,n
37_06,34631190,34632400,greens,n,n,d,n
37_06,34631190,34632400,greens,n,n,d,n
37_06,34891190,34896260,circle,n,y,n,y
37_06,34896860,34897660,circle,i,y,d,y
37_06,34924350,34925960,keys,i,y,i,y
37_06,34925960,34926770,ball,d,y,d,y
37_06,34926770,34927770,keys,i,y,i,y
37_06,34930410,34931810,keys,i,y,i,y
37_06,34931810,34933770,hand,d,y,q,n
37_06,34933770,34936760,blister,d,y,d,n
37_06,34937360,34938390,band+aids,d,y,d,y
37_06,34942230,34943060,blister,d,y,d,n
37_06,35052570,35053220,toy,i,y,o,o
37_06,35063970,35065270,handle,i,y,i,y
37_06,35521090,35522090,babies,i,y,i,y
37_06,35522890,35524150,story,d,n,d,n
37_06,35525890,35527130,babies,i,y,q,y
37_06,35556680,35560240,pajamas,d,y,d,y
37_06,35556680,35560240,story,i,n,i,y
37_06,35569050,35570070,baby,i,y,i,y
37_06,35571080,35572800,babies,d,y,d,n
37_06,35624010,35625010,baby,r,y,r,y
37_06,35628070,35629170,baby+boo,r,y,r,y
37_06,35629970,35632390,baby+boo,r,y,r,y
37_06,35643640,35645550,baby+boo,r,y,r,y
37_06,35652040,35653140,pictures,r,y,r,y
37_06,35654530,35657050,clothes,r,y,r,y
37_06,35657050,35658290,toys,r,y,r,y
37_06,35658290,35661560,bib,r,y,r,y
25_06,15633940,15645820,car,d,n,d,n
25_06,15665690,15666690,hair,n,y,n,y
25_06,15675830,15679070,tickets,s,n,s,n
25_06,15718950,15720200,seat,d,n,d,n
25_06,15721000,15722600,seat,d,n,d,n
25_06,15802600,15803620,cheeks,d,y,d,y
25_06,15854790,15855820,milk,d,n,d,n
25_06,15857940,15858940,chair,q,n,q,n
25_06,15869430,15872340,vest,d,n,d,n
25_06,15872340,15875990,food,d,n,d,n
25_06,15879140,15879940,food,d,n,d,n
25_06,15881890,15883290,bib,d,n,d,n
25_06,15886150,15887150,bib,d,n,d,n
25_06,15919730,15920750,bib,d,n,d,y
25_06,15921900,15923310,bib,d,n,d,n
25_06,15995900,15997680,fist,d,n,d,n
25_06,16022670,16024120,violin,d,n,q,n
25_06,16032430,16035140,battery,d,n,d,n
25_06,16032430,16035140,battery,d,n,d,n
25_06,16062500,16063720,num+nums,q,y,q,y
25_06,16064910,16068390,water,d,n,d,y
25_06,16064910,16068390,cup,d,n,d,y
25_06,16179790,16181360,hand,q,y,q,y
25_06,16238170,16240910,hand,q,n,q,y
25_06,16252740,16253800,hands,d,n,d,y
25_06,16255830,16256940,mouth,d,n,q,n
25_06,16272530,16273720,bib,d,n,d,y
25_06,16303720,16304840,water,d,y,d,y
25_06,16374650,16375650,mouth,d,n,d,y
25_06,16604700,16605700,cup,d,n,d,y
25_06,16606720,16608400,mouth,d,n,i,y
25_06,16608400,16610770,mouth,d,n,i,y
25_06,16618070,16619400,water,q,n,q,y
25_06,16634240,16635360,water,d,n,d,y
25_06,16645730,16647070,cup,d,n,d,y
25_06,16657350,16659920,water,d,n,d,y
25_06,16657350,16659920,water,d,n,d,y
25_06,16701320,16702980,drink,d,n,d,y
25_06,16709990,16710790,cup,d,n,d,y
25_06,16717040,16718450,spout,d,n,d,y
25_06,16749360,16750800,cup,d,y,d,y
25_06,16751840,16754410,cup,d,y,d,y
25_06,16817450,16819590,mouth,d,n,d,y
25_06,16916250,16917670,pants,d,n,d,n
25_06,17007900,17008900,cup,d,y,d,y
25_06,17103120,17104750,cup,q,y,q,y
25_06,17105550,17106950,cup,q,y,q,y
25_06,17119970,17120970,diaper,d,n,d,n
25_06,17121850,17124810,food,d,n,d,n
25_06,17121850,17124810,diaper,d,n,d,n
25_06,17126740,17127740,sock,q,n,q,n
25_06,17129410,17130410,sock,q,n,q,n
25_06,17132190,17133190,sock,q,n,q,n
25_06,17139050,17140090,change+pad,d,y,d,n
25_06,17140990,17142340,change+pad,d,y,d,n
25_06,17160750,17161960,change+pad,d,y,d,n
25_06,17248290,17249290,diaper,d,y,q,y
25_06,17255590,17256570,pee+pee,d,n,d,n
25_06,17257370,17258170,pee+pee,d,n,d,n
25_06,17286150,17287160,legs,d,n,q,y
25_06,17291760,17293710,poops,d,n,d,n
25_06,17295410,17296210,poops,d,n,n,n
25_06,17318830,17319830,pants,d,y,d,y
25_06,17320650,17321450,leg,n,y,n,y
25_06,17323600,17325010,legs,n,y,n,y
25_06,18317090,18323200,violin,q,n,q,n
25_06,18453660,18454820,ducks,q,n,q,n
25_06,18458050,18460940,geese,q,n,q,n
25_06,18458050,18460940,ducks,q,n,q,n
25_06,18460940,18461940,polo,d,y,d,n
25_06,18461940,18463140,squirrel,d,n,d,n
25_06,18478300,18479300,ducks,q,n,q,n
25_06,18480580,18482340,duckies,q,n,q,n
25_06,18510990,18512260,bib,d,y,q,y
25_06,18523310,18525180,drool,d,n,d,y
25_06,18525180,18526180,chin,d,n,d,y
25_06,18526180,18527290,chin,n,n,q,y
25_06,18526180,18527290,drool,n,n,q,y
25_06,18773470,18778180,hair,q,n,q,n
25_06,18810880,18813620,dog,d,n,d,n
25_06,19474250,19475930,baby,d,n,d,n
25_06,19511170,19512200,vest,d,n,d,y
25_06,19758050,19760820,legs,q,y,q,y
25_06,19934000,19935270,crib,q,n,q,n
25_06,20121820,20127380,couch,d,n,d,n
25_06,20121820,20127380,beds,d,n,d,n
25_06,20155380,20157710,thumb,q,y,q,y
25_06,20221370,20223090,fingers,d,n,d,y
25_06,20236520,20238630,stroller,d,n,d,n
25_06,20272230,20273620,heads,n,n,n,y
25_06,20272230,20273620,heads,n,n,n,y
25_06,20274420,20275420,heads,q,n,q,y
29_06,26483430,26484450,clothes,d,y,d,y
29_06,26485290,26486680,bed,d,y,d,y
29_06,26485290,26486680,basket,d,y,d,y
29_06,26489870,26490870,sock,d,y,d,y
29_06,26491670,26493890,basket,d,y,d,y
29_06,26491670,26493890,socks,d,y,d,y
29_06,26491670,26493890,sock,d,y,d,y
29_06,26533750,26535280,clothes,d,y,d,y
29_06,26573410,26575230,crib,d,n,d,n
29_06,26573410,26575230,knees,d,n,d,y
29_06,26604920,26606380,jammies,d,y,i,y
29_06,26607180,26608180,jammies,n,y,n,y
29_06,26609720,26610720,jammies,n,y,n,y
29_06,26612740,26615260,jammies,d,y,d,y
29_06,26620320,26623220,clothes,d,n,d,y
29_06,26670870,26672170,face,q,y,q,y
29_06,26704460,26707250,scarf,q,n,q,y
29_06,26766480,26769150,baby,d,y,d,n
29_06,26799480,26800490,mirror,q,y,q,y
29_06,26799480,26800490,mirror,q,y,q,y
29_06,26804790,26806270,baby,d,y,d,y
29_06,26806270,26807630,mirror,d,y,d,y
29_06,26853810,26854810,scarf,q,y,q,y
29_06,26855610,26856940,scarf,q,y,q,y
29_06,26943580,26944650,bathing+suits,d,y,d,n
29_06,26975770,26976800,shirt,d,n,d,n
29_06,27112280,27113280,clothes,q,y,q,y
29_06,27137030,27138790,nail,d,n,d,n
29_06,27148210,27150010,toenail,d,n,d,n
29_06,27198990,27201490,mirror,q,n,q,y
29_06,27311110,27312420,mirror,d,y,d,y
29_06,27313600,27315690,mirror,d,y,d,y
29_06,27328610,27330840,mirror,d,y,d,y
29_06,27333470,27334470,baby,d,y,n,y
29_06,27346620,27348880,mirror,q,n,q,y
29_06,27353750,27354800,baby,q,n,q,y
29_06,27356010,27356140,baby,d,y,q,y
29_06,27396600,27398540,crib,q,n,q,y
29_06,27402400,27403500,dinosaur,q,n,q,y
29_06,27405010,27408550,mobile,i,y,d,y
29_06,27405010,27408550,mobile,d,y,d,y
29_06,27418000,27419020,mobile,d,y,d,y
29_06,27444590,27445660,butterfly,n,y,n,y
29_06,27609670,27610780,clothes,d,n,d,y
29_06,27626940,27628660,clothes,i,n,d,y
29_06,27731190,27733460,food,i,y,i,y
29_06,27767660,27770840,candies,d,y,d,y
29_06,28028300,28029480,hair,d,n,i,y
29_06,28058610,28060080,kitty,d,n,d,y
29_06,28589760,28590760,head,i,n,i,n
29_06,28711060,28712230,chairs,i,y,d,y
29_06,29137450,29138990,glasses,d,y,d,y
29_06,29142420,29143490,glasses,n,y,n,y
29_06,29215350,29216350,light,q,n,q,y
29_06,29446740,29448430,door,q,y,q,y
29_06,29446740,29448430,handle,q,y,q,y
29_06,29534910,29535710,mirror,q,y,q,y
29_06,29537440,29538240,kitty,n,n,n,y
29_06,29701770,29703210,crib,q,n,q,n
29_06,29728490,29729500,hands,d,y,i,y
29_06,31916580,31917910,lawn+mower,q,n,q,n
29_06,31934470,31935720,feet,d,n,d,y
29_06,31942160,31943240,foot,q,n,q,y
29_06,32124840,32126010,bottle,d,n,d,n
29_06,32126900,32129330,crib,d,n,d,n
29_06,32130240,32133730,crib,d,n,d,n
29_06,34796270,34797140,leg,d,n,d,y
29_06,35219870,35221100,hand,q,n,q,y
29_06,35341650,35343080,bed,q,n,q,y
29_06,35366150,35367810,rings,q,n,q,y
29_06,35369600,35370200,cars,q,n,q,y
29_06,35384640,35385840,bed,d,n,d,n
29_06,35546640,35548050,ratatouille,q,n,q,n
29_06,35556500,35557790,ratatouille,d,n,d,y
29_06,35584610,35586390,ratatouille,q,n,q,y
29_06,35599420,35600420,iced+tea,i,n,d,n
29_06,35602300,35603970,banana,d,n,d,n
29_06,35605490,35607050,banana,d,n,d,n
29_06,35612160,35613550,bananas,d,y,d,n
29_06,35615030,35616520,bananas,d,y,d,n
29_06,35628930,35630900,bananas,d,y,q,n
29_06,35652450,35653930,ball,n,y,n,y
29_06,35661380,35662800,baby,d,n,n,y
29_06,35661380,35662800,baby,n,n,d,y
29_06,35670350,35672040,toys,d,n,d,y
29_06,35672910,35676960,toys,d,n,d,y
29_06,35680910,35683980,fridge,d,n,d,n
29_06,35771530,35772530,kitty+cat,d,y,n,y
29_06,35850200,35853040,banana,d,n,d,n
29_06,35854160,35855160,banana,n,n,n,n
29_06,35884830,35886310,toy,d,y,d,y
29_06,35920720,35923420,kitty+cats,d,n,d,y
29_06,35970410,35972610,kitty+cat,d,y,d,y
29_06,35973990,35976740,kitty+cat,d,n,d,y
29_06,35973990,35976740,floor,d,y,d,y
29_06,35981490,35983060,toys,d,n,d,y
29_06,36088910,36091000,claw,d,n,d,y
29_06,36119830,36121610,car,q,y,q,y
29_06,36135320,36136510,celery,q,n,q,n
29_06,36139170,36140790,cookies,d,n,d,n
29_06,36140790,36141990,raisins,d,n,d,n
29_06,36144760,36146800,cookies,d,n,d,n
29_06,36148160,36149890,cookies,q,n,q,n
29_06,36154470,36156520,cookies,q,n,q,n
29_06,36174690,36175750,kitty,q,y,q,y
29_06,36188840,36191070,circles,d,n,d,y
29_06,36193620,36195360,circles,d,n,s,y
29_06,36210530,36212410,toys,q,n,q,y
29_06,36249110,36250900,glasses,d,y,d,y
29_06,36269550,36270550,teeth,q,n,q,y
29_06,36285130,36286160,circles,q,y,q,y
29_06,36288040,36289040,circle,q,y,q,y
29_06,36290320,36292540,circle,d,y,d,y
29_06,36290320,36292540,ball,d,y,d,y
29_06,36293440,36296060,circle,d,y,d,y
29_06,36293440,36296060,ring,d,y,d,y
29_06,36404980,36407050,faces,q,n,q,y
29_06,36465510,36466510,car,d,n,d,y
29_06,36467530,36469030,car,n,y,d,y
11_06,10907970,10908970,arm,q,y,q,y
11_06,10939400,10940450,buttons,d,y,d,y
11_06,11005130,11006350,vest,d,y,d,y
11_06,11051010,11052350,bib,q,y,q,n
11_06,11148920,11150110,pants,n,y,d,y
11_06,11151130,11152150,pants,n,y,d,y
11_06,11170060,11171850,glasses,i,y,i,y
11_06,11172850,11173850,glasses,i,y,i,y
11_06,11173850,11174010,glasses,i,y,i,y
11_06,11176560,11178230,glasses,d,y,d,y
11_06,11190170,11191870,glasses,q,y,q,n
11_06,11232370,11233850,doody,d,n,d,n
11_06,11268940,11270360,clothes,d,y,d,n
11_06,11310220,11311240,hands,q,y,q,y
11_06,11349950,11351100,banana,q,n,d,y
11_06,11353970,11356160,banana,d,y,d,y
11_06,11382150,11383160,socks,d,y,q,n
11_06,11385380,11387160,feet,n,y,d,y
11_06,11390790,11391960,leg,d,y,d,n
11_06,12071230,12073970,story,q,n,q,n
11_06,12073970,12074970,story,q,n,q,n
11_06,12077010,12078030,story,q,n,q,n
11_06,12081390,12082710,story,q,n,q,n
11_06,12081390,12082710,kitty,q,y,q,y
11_06,12083520,12084520,kitty,q,y,q,y
11_06,12093100,12094140,How+many+kisses+do+you+want+tonight,q,y,q,y
11_06,12096170,12097260,How+many+kisses+do+you+want+tonight,d,y,r,y
11_06,12098110,12099180,pages,q,y,q,y
11_06,12101030,12101630,How+many+kisses+do+you+want+tonight,d,y,r,y
11_06,12106530,12107680,Daddy+bear,r,y,r,y
11_06,12108480,12109630,Little+bear,r,y,r,y
11_06,12112960,12116560,Little+bear,r,y,r,y
11_06,12118380,12119030,hair,r,y,r,y
11_06,12127680,12132060,Mommy+duck,r,y,r,y
11_06,12132750,12134360,Little+duck,r,y,r,y
11_06,12138550,12139660,beak,r,y,r,y
11_06,12140260,12140940,back,r,y,r,y
11_06,12143310,12148080,ear,r,y,r,y
11_06,12143310,12148080,Daddy+cat,r,y,r,y
11_06,12149820,12153020,mat,r,y,r,y
11_06,12149820,12153020,Little+cat,r,y,r,y
11_06,12158030,12161820,Mama+butterfly,r,y,r,y
11_06,12161820,12162940,Flutterby,r,y,r,y
11_06,12164760,12167830,wings,r,y,r,y
11_06,12164760,12167830,Little+butterfly,r,y,r,y
11_06,12172810,12173890,mare,r,y,r,y
11_06,12173890,12175850,hair,r,y,r,y
11_06,12173890,12175850,Daddy+horse,r,y,r,y
11_06,12178310,12179850,Little+neigh,r,y,r,y
11_06,12180650,12181930,bed,r,y,r,y
11_06,12181930,12182560,hay,r,y,r,y
11_06,12182560,12183560,page,q,y,q,y
11_06,12184960,12185960,page,q,y,q,y
11_06,12190470,12192550,Little+pooch,r,y,r,y
11_06,12193990,12196300,Mama+dog,r,y,r,y
11_06,12200930,12202580,eyes,r,y,r,y
11_06,12210460,12214040,Daddy+bird,r,y,r,y
11_06,12214840,12216190,wing,r,y,r,y
11_06,12220380,12222120,nest,r,y,r,y
11_06,12225040,12229670,Mommy+spider,r,y,r,y
11_06,12232450,12234900,leg,r,y,r,y
11_06,12240730,12244420,Daddy+snake,r,y,r,y
11_06,12244420,12245240,Little+snake,r,y,r,y
11_06,12261550,12264230,Mommy+bunny,r,y,r,y
11_06,12264890,12267090,Little+bunny,r,y,r,y
11_06,12267800,12268620,ears,r,y,r,y
11_06,12268620,12269730,eyes,r,y,r,y
11_06,12276170,12277930,Little+girl,r,y,r,y
11_06,12276170,12277930,Daddy,r,y,r,y
11_06,12281970,12283340,nose,r,y,r,y
11_06,12283340,12284450,curl,r,y,r,y
11_06,12286450,12287250,Little+boy,r,y,r,y
11_06,12286450,12287250,Mommy,r,y,r,y
11_06,12286450,12287250,knight,r,n,r,y
11_06,12295610,12296450,book,r,y,r,y
11_06,12304570,12307340,book,q,y,q,y
11_06,12311050,12312730,pages,q,y,o,o
11_06,12343670,12344720,horsey,q,y,q,y
11_06,12351790,12355700,horse,i,y,d,y
11_06,12359020,12360020,duck,d,y,d,y
11_06,12361640,12362640,duck,d,y,d,y
11_06,12361640,12362640,duck,d,y,d,y
11_06,12374320,12377950,bears,d,y,d,n
11_06,12390040,12390910,book,q,y,q,y
11_06,12406500,12407320,book,q,y,q,y
11_06,12412320,12413710,belly,d,n,d,n
11_06,12435540,12436340,book,q,y,q,y
11_06,12437260,12437860,birds,n,y,n,n
11_06,12442420,12443070,birds,q,y,q,n
11_06,12451050,12451770,spiders,d,y,d,n
11_06,12455350,12455950,page,d,y,d,y
11_06,12455950,12456340,spiders,d,y,d,n
11_06,12457550,12458420,spiders,d,y,d,n
30_06,28933660,28936850,corn,d,n,d,n
30_06,28938170,28939090,pea,d,n,d,n
30_06,28938170,28939090,carrot,d,n,d,n
30_06,28938170,28939090,chicken,d,n,d,n
30_06,28938170,28939090,sweet+potato,d,n,d,n
30_06,28938170,28939090,salmon,d,n,d,n
30_06,28955570,28957030,doggy,d,n,o,o
30_06,29011280,29013630,laundry+detergent,d,n,d,y
30_06,29186300,29187430,detergent+tabs,d,n,d,y
30_06,29196950,29199990,dishwasher,d,n,d,n
30_06,29212070,29215560,dish+soap,d,n,d,n
30_06,29219020,29220030,spray+bottle,d,n,d,n
30_06,29245310,29246210,soap,d,n,d,n
30_06,29363330,29418570,wubba,d,y,d,y
30_06,29363330,29418570,wubba,d,y,d,y
30_06,29363330,29418570,car+seat,q,n,q,n
30_06,29363330,29418570,finger,q,n,q,y
30_06,29418570,29420220,diaper+bag,d,y,d,y
30_06,29420220,29455790,car+seat,d,n,n,n
30_06,29485750,29486780,chocolate+milk,q,n,q,y
30_06,29505960,29535580,car+seat,d,n,q,n
30_06,29505960,29535580,car+seat,q,n,q,n
30_06,29545910,29586290,arm,d,n,d,y
30_06,29545910,29586290,wubba,d,n,d,n
30_06,29673420,29714690,chicken,d,y,i,n
30_06,29715700,29720290,bag,d,n,d,y
30_06,29871030,29872330,teeth,d,n,d,n
30_06,29873250,29874250,watermelon,d,n,d,n
30_06,30026720,30027750,window,d,n,d,y
30_06,30041470,30045850,baby,d,n,d,n
30_06,31212220,31213870,knees,i,y,i,y
30_06,32347020,32348580,face,d,y,d,y
30_06,32347020,32348580,milk,d,y,d,y
30_06,32375440,32376680,feets,q,y,q,y
30_06,32423320,32424410,swing,q,n,q,n
30_06,32432490,32433770,swing,q,n,q,y
30_06,32508490,32510170,swing,d,n,q,n
30_06,32512270,32515160,sofa,d,n,d,n
30_06,32586240,32587170,chair,d,n,d,n
30_06,32590110,32590920,chair,d,n,d,n
30_06,32598720,32599880,sofa,d,n,q,n
30_06,32622770,32624460,swing,d,n,d,n
30_06,32673800,32677770,swing,q,n,q,y
30_06,32677770,32680280,sofa,d,n,d,n
30_06,32684380,32685580,swing,d,n,d,y
30_06,32686390,32687400,swing,d,n,d,y
30_06,32697670,32699360,swing,q,n,q,y
30_06,32705740,32707050,sofa,d,n,d,y
30_06,32748570,32751870,eyes,d,n,n,n
30_06,32748570,32751870,eyes,d,n,n,n
30_06,32757050,32759130,arm,d,y,d,y
30_06,34373700,34374770,wubba,i,y,i,y
30_06,34375610,34376830,wubba,i,y,i,y
30_06,34378310,34381210,blanky,d,n,q,y
30_06,34381210,34382410,blanky,n,n,n,y
30_06,34599830,34600830,stroller,q,y,d,y
30_06,35183010,35184870,paw,i,y,q,y
30_06,35185710,35186890,paw,i,y,q,y
30_06,35214400,35215400,hand,d,y,d,n
30_06,37270800,37271800,doggy,q,y,q,y
30_06,37873180,37877430,baileys,q,n,q,n
30_06,37880060,37881190,baileys,q,n,q,n
30_06,38835800,38836800,head,d,y,d,n
30_06,38971880,38972980,bar,d,n,d,n
30_06,39030210,39033230,dog,d,n,d,n
30_06,39033230,39034170,dog,d,n,d,n
30_06,39058600,39064140,dog,d,n,d,n
30_06,39071330,39073260,dog,d,n,d,n
30_06,39106910,39108060,nose,q,y,q,y
30_06,39111070,39112190,nose,d,y,q,y
30_06,39142270,39143850,feet,d,y,d,y
30_06,39147230,39148450,feet,d,y,d,y
30_06,39163570,39164900,blanky,q,y,q,y
30_06,39189800,39190420,hand,n,y,d,y
30_06,39192020,39193340,finger,n,y,n,y
30_06,39196620,39199770,hand,d,y,d,y
30_06,39210660,39213440,face,d,y,d,y
38_06,30705040,30706580,pants,q,y,q,y
38_06,30729290,30730370,poop,d,n,d,n
38_06,30734520,30735560,pants,d,n,d,y
38_06,30747580,30748880,banana,n,y,n,n
38_06,30756240,30757670,banana+bread,d,n,d,n
38_06,30759270,30760380,banana+bread,d,n,d,n
38_06,30761180,30762800,diaper,d,y,d,y
38_06,30773060,30774610,phone,q,n,q,y
38_06,30792070,30794100,lemonade,n,n,n,n
38_06,30792070,30794100,tablecloth,n,n,n,n
38_06,30795270,30796270,beer,n,n,n,n
38_06,30798520,30799120,chips,n,n,n,n
38_06,30806020,30807240,shrimp,i,n,i,n
38_06,30807240,30808330,shrimp,d,n,d,n
38_06,30850730,30851730,cups,q,n,q,n
38_06,30893820,30895250,lasagna,d,n,d,n
38_06,30938750,30942080,tent,d,n,d,n
38_06,30968270,30970240,tables,d,n,d,n
38_06,30975150,30978220,tables,d,n,d,n
38_06,31817730,31818720,tooth,d,n,d,n
38_06,32289420,32290500,jumper,q,y,q,y
38_06,32316450,32317840,jumper,q,y,q,y
38_06,32698140,32699290,coffee,d,y,d,y
38_06,32747200,32748720,monkey,d,y,q,y
38_06,32748720,32750200,tiger,d,y,d,y
38_06,32751580,32751690,birdie,i,y,i,y
38_06,32752180,32753170,birdie,i,y,i,y
38_06,32755300,32756310,birdie,i,y,i,y
38_06,33008370,33010340,tooth,n,n,d,n
38_06,33077290,33078290,dragon+toy,q,y,o,y
38_06,33261880,33262880,ipad,d,n,d,n
38_06,33284170,33285900,ipad,d,n,d,n
38_06,33289270,33290640,tv,d,n,d,n
38_06,33296650,33297650,car,d,n,d,n
38_06,33301940,33303600,leapfrog,q,n,q,n
38_06,33321440,33322320,crocs,q,n,q,n
38_06,33327220,33328010,socks,d,n,d,n
38_06,33337850,33340360,socks,d,n,d,n
38_06,33370440,33372160,sneakers,q,y,q,y
38_06,33386970,33388560,tooth,d,n,d,n
38_06,33388560,33390760,teeth,d,n,d,n
38_06,33505270,33506270,mouth,i,y,i,y
38_06,36072820,36073850,froggy,n,y,n,y
38_06,36149710,36150510,clothes,d,n,d,n
38_06,36153520,36154590,hospital,d,n,d,n
38_06,36155590,36159850,car,d,n,d,n
38_06,36168190,36169190,book,d,y,d,y
38_06,36240730,36241950,bag,d,n,d,y
38_06,36243190,36244410,diabetes+supplies,d,n,d,n
38_06,36248220,36249220,tradjenta,d,n,d,n
38_06,36251190,36252230,Tradjenta,d,n,d,n
38_06,36313000,36314040,nightgown,d,n,d,n
38_06,36317340,36318340,dirty+clothes+bag,d,n,d,n
38_06,36332600,36334740,pill,d,n,d,n
38_06,36385500,36389500,shorts,d,n,d,n
38_06,36389500,36390740,top,d,n,d,n
38_06,36395440,36396960,shorts,n,n,d,n
38_06,36395440,36396960,shorts,d,n,d,n
38_06,36405410,36406660,face,q,y,q,y
38_06,36408730,36409450,face,q,y,q,y
38_06,36417140,36418620,pencil,d,y,d,y
38_06,36421690,36424320,pencil,d,y,d,y
38_06,36428670,36430090,underwear,q,n,q,n
38_06,36454590,36457760,pants,d,y,d,y
38_06,36457760,36458580,top,d,y,i,n
38_06,36501660,36505710,ipad,d,y,d,y
38_06,36560090,36562400,feet,d,y,d,n
38_06,36567170,36569010,walker,q,y,q,n
38_06,36605750,36607540,brakes,d,y,d,y
38_06,36728500,36729500,water,d,y,d,y
38_06,36734120,36735210,soda,d,y,d,y
38_06,36735210,36736990,pudding,d,y,d,y
38_06,36738250,36739280,diet+coke,d,y,d,y
38_06,36748560,36749880,jello,n,y,d,y
38_06,36753200,36755680,yogurt,d,y,d,y
38_06,36761010,36762010,apple+juices,d,y,d,y
38_06,36764860,36765910,prune+juice,d,y,d,y
38_06,36767750,36770400,milk,d,y,d,y
38_06,36771520,36772520,yogurt,d,y,d,y
38_06,36777930,36778960,soda,q,y,q,y
38_06,36779760,36781310,yogurt,q,y,q,y
38_06,36781310,36782380,sodas,d,y,d,y
38_06,36786710,36787710,apple+juice,q,y,q,y
38_06,36789420,36791820,apple+juice,n,y,n,y
38_06,36791820,36792720,apple+juice,n,y,n,y
38_06,36810190,36811820,water,q,y,q,y
38_06,36826180,36827220,lorna+doones,n,y,d,y
04_06,15162420,15164930,hands,s,n,s,n
04_06,16391950,16396090,hand,i,y,i,y
04_06,16391950,16396090,thumb,d,y,d,y
04_06,16914420,16916930,tooth,d,y,d,y
04_06,16916930,16918300,toothers,d,y,d,y
04_06,16919100,16920400,toothers,d,y,d,y
04_06,16932180,16932760,teeth,d,y,d,y
04_06,16933840,16935110,teefers,d,y,d,y
04_06,16935730,16935950,teefers,q,y,d,y
04_06,16936910,16937030,teefers,q,y,d,y
04_06,16958390,16959340,ice+cream,n,n,n,n
04_06,16960140,16960270,baby+armor,d,n,d,n
04_06,16963140,16963260,chipmunk,d,n,d,n
04_06,17024260,17028060,popcorn,d,y,q,n
04_06,17024260,17028060,popcorn,d,y,q,n
