file,ordinal,onset,offset,word,orig_utt_type,orig_present,new_utt_type,new_present
06_06,11,3379969,3383310,Humpty+dumpty,r,y,r,y
36_06,1,1073782,1077408,finger,d,y,d,y
36_06,2,1080007,1082740,teeth,q,n,q,n
36_06,3,1082741,1085407,teeth,d,n,d,n
36_06,4,1102271,1104300,teeth,d,n,d,n
36_06,5,1102271,1104301,babies,d,n,d,n
36_06,6,1104302,1105329,teeth,d,n,d,n
36_06,7,1106137,1109205,teeth,d,n,d,n
36_06,8,1109206,1113142,fly,i,n,i,n
36_06,9,1137640,1138417,paper+towel,d,n,d,n
36_06,10,1178603,1180431,house,i,n,i,n
36_06,11,1196211,1197450,turtle,q,y,q,y
36_06,12,1200666,1202564,hat,q,y,q,y
36_06,13,1204479,1206882,tag,d,y,d,y
36_06,14,1307505,1311326,fly,d,n,d,n
36_06,15,1307505,1311326,flowers,d,n,d,n
36_06,16,1326301,1329959,shirt,d,y,d,n
36_06,17,1388032,1391101,pillow,q,y,q,n
36_06,18,1391750,1393671,computer,q,y,q,n
36_06,19,1397547,1401824,pacifier,d,n,n,n
36_06,20,1401825,1404661,pillow,i,y,i,y
36_06,21,1405762,1409760,pillow,i,n,i,n
36_06,22,1429560,1430798,sticker,q,n,n,n
36_06,23,1430799,1431387,stamp,q,n,n,n
36_06,24,1450724,1452436,play+doh,d,n,i,n
02_06,1,273489,274276,trumpet,q,n,q,n
02_06,2,274754,277668,trumpet,d,n,d,n
02_06,3,278277,280368,trumpet,q,y,q,y
02_06,4,281383,282467,trumpet,q,y,q,n
02_06,5,289732,291776,trumpets,d,y,d,n
02_06,6,304558,306976,tuba,d,n,d,n
02_06,7,308082,309206,tuba,q,n,q,n
09_06,1,2147232,2148502,Cookie,q,n,q,n
09_06,2,2149481,2150752,Cookie+monster,d,n,d,n
09_06,3,2151413,2153801,Cookie+monster,d,n,d,n
09_06,4,2158122,2159672,Cookie+monster,d,n,d,n
09_06,5,2166717,2168791,cookie,d,n,d,n
09_06,6,2172468,2175726,cookie,q,n,q,n
09_06,7,2180374,2181397,Elmo,d,n,d,y
09_06,8,2181397,2184091,Elmo,n,n,n,y
09_06,9,2184096,2185270,Elmo,q,n,q,y
09_06,10,2223283,2228852,Cookie+monster,q,n,q,n
09_06,11,2229255,2230496,Cookie,n,y,d,n
09_06,12,2230636,2233038,Cookie+monster,d,y,d,y
09_06,13,2281421,2283453,ladybug,q,y,q,y
09_06,14,2283454,2285234,ladybug,q,y,q,y
09_06,15,2285235,2286994,ladybug,d,y,d,y
09_06,16,2287440,2288431,horsey,d,n,d,y
09_06,17,2300454,2302748,Cookie+monster,q,n,q,n
09_06,18,2311743,2313908,Cookie+monster,d,y,d,y
09_06,19,2313909,2317524,Cookie+monster,i,y,i,y
09_06,20,2325205,2327649,Cookie+monster,q,n,q,n
09_06,21,2329824,2332195,Cookie+monster,q,n,q,n
09_06,22,2379676,2381629,monkeys,q,y,q,y
44_06,1,940592,943599,elephant,d,y,d,y
44_06,2,953865,957644,water,i,n,i,n
44_06,3,963087,966126,juice+boxes,d,n,d,n
44_06,4,1016741,1019221,water,d,n,d,n
44_06,5,1037341,1038199,elephant,d,y,d,y
44_06,6,1039055,1039877,elephant,i,y,i,y
44_06,7,1043286,1044575,key,d,n,d,n
44_06,8,1048040,1049838,keys,n,y,n,y
44_06,9,1052666,1054403,key,d,y,d,y
44_06,10,1084204,1084958,grass,d,n,d,n
44_06,11,1095302,1097905,hat,d,n,d,y
44_06,12,1127667,1128812,camera,d,n,d,y
44_06,13,1128812,1129733,cat,d,n,d,n
45_06,1,239878,241461,nose,s,y,s,y
45_06,2,241461,242761,head,s,y,s,y
45_06,3,242762,243641,shoulders,s,y,s,y
45_06,4,243642,244447,knees,s,y,s,y
45_06,5,243642,244447,toes,s,y,s,y
45_06,6,244761,245679,knees,s,y,s,y
45_06,7,244761,245679,toes,s,y,s,y
45_06,8,254361,255849,Doc,q,y,q,y
45_06,9,255850,257037,Doc,q,y,q,y
45_06,10,258030,259776,Doc,d,y,d,y
45_06,11,259776,261525,Doc,d,y,d,y
45_06,12,283951,287100,Doc,q,y,q,y
45_06,13,287100,288651,chair,q,y,q,y
45_06,14,316151,318186,Doc,q,y,q,y
42_06,1,2705461,2708840,teeth,d,n,d,n
42_06,2,2714018,2716218,book,q,y,q,y
42_06,3,2716355,2717502,toes,i,y,i,y
42_06,4,2718015,2719317,toenails,d,y,d,y
42_06,5,2722782,2724362,foot,d,n,d,n
42_06,6,2724363,2726284,foot,i,n,i,n
42_06,7,2726388,2728899,book,q,y,q,y
42_06,8,2800583,2803993,babies,d,n,i,y
42_06,9,2808083,2811989,babies,d,n,d,y
42_06,10,2813876,2818155,babies,n,n,n,y
42_06,11,2898271,2901928,lamb,s,n,s,n
42_06,12,2901929,2903447,lamb,s,n,s,n
42_06,13,2903448,2905772,lamb,s,n,s,n
42_06,14,2934494,2939174,star,s,n,s,n
42_06,15,2974269,2976841,mouth,i,n,i,n
42_06,16,2985368,2986182,drool,d,y,d,y
42_06,17,2986183,2987817,mouth,i,y,i,y
42_06,18,3199858,3202072,foot,d,y,d,n
42_06,19,3248789,3251981,apples,d,y,d,y
42_06,20,3248789,3251993,plums,d,y,d,y
39_06,1,337258,339459,head,i,y,i,n
39_06,2,355239,358339,block,d,y,d,y
39_06,3,383390,384921,blanket,n,y,n,y
39_06,4,385837,386753,binky,q,y,q,y
39_06,5,395917,400164,elephant,d,y,d,y
39_06,6,400164,401390,elephant,q,y,q,y
39_06,7,422874,423926,blanket,d,y,d,y
39_06,8,465220,465893,water,n,y,n,y
39_06,9,466864,468635,water,q,n,q,n
39_06,10,519130,520928,camera,q,y,n,y
39_06,11,522749,524019,camera,i,y,i,y
39_06,12,539055,540480,tummy,i,y,i,y
39_06,13,569374,571482,hat,q,n,q,n
39_06,14,582702,584862,block,i,y,i,y
39_06,15,585078,588002,pee+pee,d,n,d,n
39_06,16,588003,590197,pee+pee,d,n,d,n
39_06,17,590198,593793,pee+pee,d,n,n,n
39_06,18,598910,601242,diaper,i,y,i,y
39_06,19,637131,640880,owls,d,n,d,n
39_06,20,640881,642461,owls,d,n,d,n
39_06,21,642462,646926,chickadees,d,n,d,n
39_06,22,652315,654794,a,n,y,n,y
39_06,23,654795,657801,a,q,y,q,y
39_06,24,705037,707009,block,q,y,q,y
39_06,25,741140,743146,blocks,d,y,d,y
39_06,26,743147,747053,tummy,q,y,q,y
27_06,1,1446543,1447659,drum,d,y,d,y
27_06,2,1599875,1600866,drum,q,y,q,y
27_06,3,1603306,1604329,drum,q,y,q,y
27_06,4,1665041,1666466,diaper,d,n,d,n
27_06,5,1672998,1674114,baby,q,y,q,y
27_06,6,1680004,1682423,baby,d,n,n,n
27_06,7,1803698,1805869,diaper,d,y,d,y
27_06,8,1918111,1919351,floor,q,n,d,n
27_06,9,1924053,1925200,floor,q,n,q,n
08_06,1,1605432,1607847,picture,d,n,d,n
08_06,2,1679106,1681585,tongue,q,y,q,y
08_06,3,1681586,1683452,tongue,d,y,d,y
08_06,4,1742574,1746387,book,d,y,d,y
08_06,5,1810058,1813219,hat,q,y,q,y
08_06,6,1813220,1815939,hat,q,y,q,y
01_06,1,348351,350592,dump+truck+tires,r,y,r,y
01_06,2,351681,352836,dog,q,n,q,n
01_06,3,358828,360327,Dump,r,y,r,y
01_06,4,376040,377388,dog,q,n,q,n
01_06,5,415624,417351,shelf,q,y,q,y
01_06,6,472214,473616,gate,q,y,q,y
01_06,7,572146,573738,hat,d,y,d,y
01_06,8,587935,589545,yogurt,q,n,q,n
01_06,9,593695,595749,yogurt,d,n,d,n
01_06,10,598630,600171,yogurt,q,n,q,n
01_06,11,614924,616473,sweatshirt,d,y,d,y
01_06,12,697446,698742,puzzle,q,y,q,y
01_06,13,708111,709929,puzzle+piece,q,y,q,y
